row_number,reasons,Case Number,Address,Date & Time,Offense Description,Case Disposition,PD District
23520,'Address' contains a date/time (leak?),2021-00274760,MARTIN LUTHER KING JR DR9/5/2021 at 1:45,,INJURY TO PERSON,,4
23551,'Case Disposition' garbled/scrambled text,2021-00275472,16512 BURNSIDE AVE,9/4/2021 at 22:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
23621,"'PD District' expected numeric, has text",2021-00273947,2585 E 40TH ST,9/4/2021 at 10:33,DOMESTIC VIOLENCE,*CHARGED / MISDEMEANOR,CMHA
23643,'Case Disposition' garbled/scrambled text,2021-00273807,3430 WARREN RD,9/4/2021 at 5:15,IMP DISCH FIREARM ON OR NE*ACRH,PARROGHEDIB I/T MEIDS DPERMEEMAISNEOSR,1
23650,'Case Disposition' garbled/scrambled text,2021-00273685,2491 E 82ND ST,9/4/2021 at 1:49,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - VOIRC TSICMH NO.FO.LI.L.,3
23687,'Case Disposition' garbled/scrambled text,2021-00273402,3302 W 17TH ST,9/3/2021 at 20:50,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT2OR,
23706,'Case Disposition' garbled/scrambled text,2021-00273277,1361 E 55TH ST,9/3/2021 at 19:00,CRIMINAL TRESPASSING-NEGL*IGCHENARTLGYE,RDE /F MUISSED ETMO ELAENAOVER,5
23712,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00316123,13429 LAKEWOOD HEIGHTS 9B/L3V/2D021 at 18:00,,THEFT,,1
23742,'Case Disposition' garbled/scrambled text,2021-00273274,709 E 162ND ST,9/3/2021 at 13:00,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT5OR,
23779,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00273229,2250 COMMUNITY COLLEGE 9A/V3E/2021 at 8:00,,PETTY THEFT FROM MOTOR VEHICLE,,3
23782,'Offense Description' garbled/scrambled text,2021-00272635,W 7TH ST,9/3/2021 at 8:00,RECOVERED VEH/PROPERTY NON-CRIME,,2
23784,'Case Disposition' garbled/scrambled text,2021-00272599,13824 HARVARD AVE,9/3/2021 at 7:12,IMP DISCH FIREARM AT OR INTORE HFAEBRITRAETDIO,TNO OGRR ASNCDH OJUORLY,4
23796,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00272461,I 71 N & W 25TH ST,9/3/2021 at 1:17,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,2
23806,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00278423,INTERSTATE 480 & INTERST9A/T3/E2 012716 at 0:00,,THEFT,,2
23817,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00272349,W 88TH ST,9/2/2021 at 22:49,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,1
23874,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00271811,4781 HINCKLEY INDUSTRIAL 9P/K2/W20Y21 at 13:16,,,,
23917,'Case Disposition' garbled/scrambled text,2021-00290022,10730 EUCLID AVE,9/2/2021 at 8:00,CRIMINAL DAMAGING OR ENDA*NNGOE,PRAINPEGRS - VICTIM N.F.I.L.,3
23934,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00271371,2671 MARTIN LUTHER KING J9R/2,D/2R021 at 3:57,DAMAGE TO PROPERTY NON-CRIME,,4
23960,'Case Disposition' garbled/scrambled text,2021-00271202,3377 E 135TH ST,9/1/2021 at 23:20,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,4
23978,'Case Disposition' garbled/scrambled text,2021-00291151,3685 E 147TH ST,9/1/2021 at 20:00,DISSEMINATING MATTER HARMRFEUFLE,TROR JEUDV TEON IJLUEVSENILE COURT,4
23979,'Case Disposition' garbled/scrambled text,2021-00278770,1362 E 125TH ST,9/1/2021 at 20:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
24037,'Offense Description' garbled/scrambled text,2021-00270778,3155 W 95TH ST,9/1/2021 at 14:00,RECOVERED VEH/PROPERTY NON-CRIME,,1
24044,'Offense Description' garbled/scrambled text,2021-00270672,3800 LEE RD,9/1/2021 at 13:00,RECOVERED VEH/PROPERTY NON-CRIME,,4
24058,'Address' contains a date/time (leak?),2021-00286422,3742 STANLEY TOLLIVER AVE9/1/2021 at 12:00,,MENACING,,3
24064,'Case Disposition' garbled/scrambled text,2021-00272075,16715 GROVEWOOD AVE,9/1/2021 at 12:00,DISSEMINATING MATTER HARMRFEUFLE,TROR JEUDV TEON IOLTEHSER AGENCY,5
24075,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00270446,3570 MARTIN LUTHER KING J9R/1,D/2R021 at 11:15,VIOLATION OF STATE DRUG LAWREFERRED TO GRAND JURY,,4
24090,'Offense Description' garbled text (embedded symbol),2021-00270296,10617 WOODLAND AVE,9/1/2021 at 8:56,DOMESTIC VIOLENCE-RECKLES*NSOLY,PAPERS (INSUFFICIENT EVD),4
24108,'Case Disposition' garbled/scrambled text,2021-00271099,19501 MOHAWK AVE,9/1/2021 at 8:00,VIOLATING PROTECTION ORDEERX,OCREP CTOIONNSAELN CT LAEGARREAENMCEENT,5
24136,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00271218,3434 MARTIN LUTHER KING J9R/1,D/2R021 at 0:04,CRIMINAL DAMAGING OR ENDANGERING,,4
24152,'Offense Description' garbled/scrambled text,2021-00270239,15024 PURITAS AVE,9/1/2021 at 0:00,"BREAKING & ENTERING _ THEF*TC/HFEALROGNEYD U/ NFEOLCOCNUYPIED STRUCTU1RE,FORCE/STEALTH/DECEPTION.",,
24223,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2021-00269481,4781 HINKLEY INDUSTRIAL P8A/R31K/W20A2Y1 SaTt,14:19,,,2
24318,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00268750,2782 MARTIN LUTHER KING J8R/3,D0/R2021 at 20:19,CRISIS INTERVENTION,,4
24326,'Case Disposition' garbled/scrambled text,2021-00276336,KEMPTON AVE,8/30/2021 at 19:53,IMPROPERLY HANDLING FIREARREMFSE,IRNR AE MD OTTOO GRR VAENHDI CJLUERY,5
24340,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00269259,4781 HINCKLEY INDUSTRIAL 8P/K30W/2Y021 at 18:40,,ACTIVE,,2
24347,'Case Disposition' garbled/scrambled text,2021-00268490,855 ANSEL RD,8/30/2021 at 16:30,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT5OR,
24380,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2021-00268289,MARTIN LUTHER KING JR DR8 /&30,/B2R02O1A aDt A12V:E49,DRIVNG WHILE UNDER THE INFLUENCE OF ALCOHL OR DRUG,,5
24382,'Case Disposition' garbled/scrambled text,2021-00268270,8005 HOLTON AVE,8/30/2021 at 12:20,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E FNETL OAGNRYEEMENT,4
24397,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00268182,INTERSTATE 480 HWY E & S8T/A3T0/E2 0R2D1 at 10:30,,DAMAGE TO PROPERTY NON-CRIME,,2
24408,'Offense Description' garbled text (embedded symbol),2021-00268089,5300 RIVERSIDE DR,8/30/2021 at 8:54,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,1
24415,'Address' contains a date/time (leak?),2021-00268706,E 102ND ST & ELMARGE AVE8/30/2021 at 8:00,,MOTOR VEHICLE THEFT - GTMV,,4
24453,'Case Disposition' garbled/scrambled text,2021-00267801,9210 HARRIS AVE,8/29/2021 at 23:12,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,4
24491,'Address' contains a date/time (leak?),2021-00267586,MARTIN LUTHER KING JR DR8/29/2021 at 17:30,,ANIMAL INCIDENT,,5
24532,'Case Disposition' garbled/scrambled text,2021-00267203,10715 SHALE AVE,8/29/2021 at 10:50,VIOLATING PROTECTION ORDEPRR,OORS ECCOUNTSOERN'ST AOGFRFIECEEMENT,4
24556,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2021-00267063,200 CLEVELAND MEMORIAL S8/H2O9/R20E2W1A,aYt 6:30,PROPERTY LOST REPORT,,3
24562,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00267068,13933 LAKEWOOD HEIGHTS 8B/L2V9D/2021 at 4:50,,VIOLATION OF STATE DRUG LAWREFERRED TO GRAND JURY,,1
24574,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00267502,13525 LAKEWOOD HEIGHTS 8B/L2V9D/2021 at 1:45,,ASSAULT,,1
24586,'Case Disposition' garbled/scrambled text,2021-00266861,1359 E 66TH ST,8/29/2021 at 0:30,CRIMINAL DAMAGING OR ENDA*NNGOE,PRAINPEGRS - VICTIM N.F.I.L.,3
24721,'Offense Description' garbled/scrambled text,2021-00265906,1616 E 115TH ST,8/28/2021 at 3:53,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
24726,'Case Disposition' garbled/scrambled text,2021-00269254,2191 E 37TH ST,8/28/2021 at 3:00,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU3RE,FORCE/STEALTH/DECEPTION.",
24729,'Case Disposition' garbled text (embedded symbol),2021-00265842,EUCLID AVE,8/28/2021 at 2:50,DUI-UNDER THE INFLUENCE OF*C AHLACROGHEODL A/,MNDIS/DOERM DERAUNGOSR,5
24733,'Offense Description' garbled text (embedded symbol),2021-00265814,9912 OSTEND AVE,8/28/2021 at 2:29,INTERFERENCE WITH CUSTOD*YCOMPLAINANT REF TO PROSECUT5OR,,
24741,'Case Disposition' garbled/scrambled text,2021-00265740,1854 E 70TH ST,8/28/2021 at 1:20,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),3
24768,'Case Disposition' garbled/scrambled text,2021-00267438,6716 QUIMBY AVE,8/27/2021 at 21:30,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT3OR,
24786,'Case Disposition' garbled/scrambled text,2021-00265438,3612 CYPRESS AVE,8/27/2021 at 19:52,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,2
24881,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00266029,3714 COMMUNITY COLLEGE 8A/V2E7/2021 at 7:00,,TELEPHONE HARASSMENT,,3
24888,'Case Disposition' garbled/scrambled text,2021-00264658,10318 ELK AVE,8/27/2021 at 4:30,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),5
24894,'Offense Description' garbled text (embedded symbol),2021-00264607,CLARK AVE,8/27/2021 at 2:19,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,2
24899,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00264594,2250 COMMUNITY COLLEGE 8A/V2E7/2021 at 1:53,,CRISIS INTERVENTION,,3
24961,'Case Disposition' garbled/scrambled text,2021-00264857,12301 INGOMAR AVE,8/26/2021 at 16:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
24982,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00263951,3817 MARTIN LUTHER KING J8R/2,D6/R2021 at 12:30,MENACING,,4
25008,'Offense Description' garbled text (embedded symbol),2021-00263671,5300 RIVERSIDE DR,8/26/2021 at 9:50,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,1
25016,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00263590,4781 HINCKLEY INDUSTRIAL 8P/K26W/2Y021 at 6:00,,ACTIVE,,2
25017,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00263578,4781 HINCKLEY INDUSTRIAL 8P/K26W/2Y021 at 6:00,,ACTIVE,,2
25018,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00263527,4781 HINCKLEY INDUSTRIAL 8P/K26W/2Y021 at 6:00,,ACTIVE,,4
25096,'Case Disposition' garbled/scrambled text,2021-00269597,14010 GRAMATAN AVE,8/25/2021 at 17:00,DISSEMINATING MATTER HARMRFEUFLE,TROR JEUDV TEON IJLUEVSENILE COURT,1
25117,'Offense Description' garbled/scrambled text,2021-00262864,2838 E 120TH ST,8/25/2021 at 14:00,RECOVERED VEH/PROPERTY NON-CRIME,,4
25173,'Case Disposition' garbled/scrambled text,2021-00262342,2705 SEYMOUR AVE,8/25/2021 at 4:30,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),2
25191,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00274676,2250 COMMUNITY COLLEGE 8A/V2E5/2021 at 0:00,,MISSING PERSON/COMBO,,3
25258,'Date & Time' possible overlapping text,2021-00261656,E 124THAV AVE & SUPERIOR8/,A2V4/E2021 at 15:29,,,5
25261,'Case Disposition' garbled/scrambled text,2021-00261731,4021 E 146TH ST,8/24/2021 at 15:00,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),4
25282,'Offense Description' garbled/scrambled text; 'Case Disposition' garbled/scrambled text,2021-00261438,1352 W 80TH ST,8/24/2021 at 11:00,AGG. BURGLARY_DEADLY WEA*PNOON,P/DAAPNERGSE R- OVIUCST IOMR ND.AFN.I.ALN.,CE 2
25339,'Address' contains a date/time (leak?),2021-00261023,MARTIN LUTHER KING JR DR8/23/2021 at 23:56,,PROPERTY FOUND REPORT *NO PAPERS (INSUFFICIENT EVD),,4
25362,'Offense Description' garbled text (embedded symbol),2021-00260898,8811 DETROIT RD,8/23/2021 at 20:00,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,1
25376,'Case Disposition' garbled/scrambled text,2021-00260767,7129 BRINSMADE AVE,8/23/2021 at 18:30,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,2
25385,'Address' contains a date/time (leak?),2021-00260642,LAKEVIEW AVE & OAKVIEW 8A/V23E/2021 at 17:00,,SUDDEN ILLNESS,,5
25394,'Offense Description' garbled/scrambled text,2021-00260570,10220 BEREA RD,8/23/2021 at 16:08,"BREAKING & ENTERING _ THEF*TC/HFEALROGNEYD U/ NFEOLCOCNUYPIED STRUCTU1RE,FORCE/STEALTH/DECEPTION.",,
25400,'Address' contains a date/time (leak?),2021-00260546,NE I-71 & W 65TH DENISON 8E/X23IT/2021 at 15:10,,DAMAGE TO PROPERTY NON-CRIME,,2
25447,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00260285,11731 MOUNT OVERLOOK AV8E/23/2021 at 9:05,,PROPERTY FOUND REPORT,,4
25452,'Case Disposition' garbled/scrambled text,2021-00260910,10705 HAMPDEN AVE,8/23/2021 at 8:30,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
25477,'Offense Description' garbled/scrambled text,2021-00273877,7304 MELROSE AVE,8/23/2021 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,3
25518,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00259635,2421 COMMUNITY COLLEGE 8A/V2E2/2021 at 19:10,,VANDALISM,*NO PAPERS - VICTIM N.F.I.L.,3
25524,'Case Disposition' garbled/scrambled text,2021-00260349,1101 EUCLID AVE,8/22/2021 at 18:30,"FELONIOUS ASSAULT - HANDS,R FEISFTESR,R","FEEDE TTSO, GERTCAND JURY",3
25588,'Case Disposition' garbled/scrambled text,2021-00259206,5300 RIVERSIDE DR,8/22/2021 at 9:30,CARRYING CONCEALED WEAPORENF-,EFARIRL ETDO TPOR OGMRAPNTLDY J IUNRFYORM,1
25743,'Address' contains a date/time (leak?),2021-00258210,MARTIN LUTHER KING JR DR8/21/2021 at 11:00,,THEFT,*COMPLAINANT REF TO PROSECUT4OR,
25778,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00257891,W 40TH ST,8/21/2021 at 2:20,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,2
25835,'Case Disposition' fragmented text (overlap?),2021-00257536,3296 W 17TH ST,8/20/2021 at 19:55,CRIMINAL TRESPASSING W/O P*RCIHVAILREGGEED,T /O M DISOD SEOM:EANOR,2
25891,'Offense Description' garbled/scrambled text,2021-00257107,18313 EDGERTON RD,8/20/2021 at 12:20,AGG. ROBBERY_DEADLY WEAP*ONNO PAPERS - N.F.I.L.,,5
25933,'Case Disposition' garbled/scrambled text,2021-00256779,24 PUBLIC SQ,8/20/2021 at 4:00,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,3
25936,'Case Disposition' garbled/scrambled text,2021-00256810,E 9TH ST & WALNUT,8/20/2021 at 3:00,CRIMINAL DAMAGING OR ENDA*NNGOE,PRAINPEGRS - VICTIM N.F.I.L.,3
25945,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00256658,1112 E 67TH ST,8/20/2021 at 0:18,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,5
25961,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00259451,IR 90 HWY E & MARTIN LUTH8/E1R9/,2K0IN21G a Dt R23:00,FELONIOUS ASSAULT - (ALL) *NO PAPERS - N.F.I.L.,,5
26004,'Case Disposition' garbled/scrambled text,2021-00257603,1251 E 124TH ST,8/19/2021 at 15:30,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT5OR,
26026,'Offense Description' garbled/scrambled text; 'Case Disposition' garbled/scrambled text,2021-00255924,4006 E 151ST ST,8/19/2021 at 12:35,VIOLATING ANTI-STALKING PRO*TNEOC,PTAIOPNE ROSR (DINESRUFFICIENT EVD),4
26050,'Case Disposition' garbled/scrambled text,2021-00255691,3875 W 226TH ST,8/19/2021 at 8:30,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E FNETL OAGNRYEEMENT,2
26070,'Case Disposition' garbled/scrambled text,2021-00255539,4702 BROADALE RD,8/19/2021 at 3:00,CRIMINAL TRESPASSING -KNOW*NINOG,PLAYP EENRTSE -R N/R.FE.IM.LA. IN,2
26095,'Offense Description' garbled/scrambled text,2021-00255292,14405 SARANAC RD,8/18/2021 at 21:40,DUI-DRIVING WHILE UNDER THPER INOFSLEUCEUNTCOER,O'SF O AFLFCICOEHOL O,5
26101,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00255911,12602 MOUNT OVERLOOK AV8E/18/2021 at 21:00,,MOTOR VEHICLE THEFT - GTMV,,4
26143,'Offense Description' garbled/scrambled text,2021-00254931,4401 W 130TH ST,8/18/2021 at 16:10,RECOVERED VEH/PROPERTY NON-CRIME,,1
26152,'Date & Time' possible overlapping text,2021-00280659,E 115TH & WOODLAND ARE8A/,1A8V/E2021 at 15:00,FELONIOUS ASSAULT - (ALL) REFERRED TO GRAND JURY,,4
26171,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2021-00263670,7600 CLEVELAND MEMORIAL,8 S/1H8R/2W02A1Y a Wt 12:00,PROPERTY LOST REPORT,,2
26178,'Case Disposition' garbled/scrambled text,2021-00254775,6801 PLAINFIELD AVE,8/18/2021 at 11:45,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),2
26182,'Case Disposition' garbled/scrambled text,2021-00254638,4230 E 119TH ST,8/18/2021 at 11:15,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,4
26230,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00255422,7204 ALICE AVE,8/18/2021 at 1:18,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,4
26253,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00254086,I 90 E & 90 E TO E152ND RA8M/1P7/2021 at 21:00,,DAMAGE TO PROPERTY NON-CRIME,,5
26256,'Case Disposition' garbled/scrambled text,2021-00277136,9108 PARMELEE AVE,8/17/2021 at 20:30,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
26296,'Offense Description' garbled/scrambled text,2021-00253727,1802 SUPERIOR AVE E,8/17/2021 at 15:22,RECOVERED VEH/PROPERTY NON-CRIME,,3
26345,'Address' possible overlapping text; 'Date & Time' possible overlapping text; 'Offense Description' garbled/scrambled text,2021-00254439,2240 MARTIN LUTHER KING J8R/1,D7/R2021 at 7:00,"BREAKING & ENTERING _ THEF*TC/HFEALROGNEYD U/ NFEOLCOCNUYPIED STRUCTU3RE,FORCE/STEALTH/DECEPTION.",,
26346,'Case Disposition' garbled/scrambled text,2021-00254403,6800 DENISON AVE,8/17/2021 at 7:00,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU2RE,FORCE/STEALTH/DECEPTION.",
26350,'Case Disposition' garbled/scrambled text,2021-00253868,3461 W 95TH ST,8/17/2021 at 6:00,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,1
26351,'Offense Description' garbled/scrambled text,2021-00253248,3231 W 35TH ST,8/17/2021 at 6:00,VIOLATING ANTI-STALKING PRO*TCEHCATRIGOEND,O /R MDIESRDEMEANOR,2
26369,'Case Disposition' garbled/scrambled text,2021-00256427,9106 PARMELEE AVE,8/17/2021 at 0:00,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT5OR,
26373,'Case Disposition' garbled/scrambled text,2021-00253616,979 E 129TH ST,8/17/2021 at 0:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
26394,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00252879,3817 MARTIN LUTHER KING B8L/1V6D/2021 at 19:45,,ASSAULT,,4
26409,'Case Disposition' garbled/scrambled text,2021-00252820,7609 EVE AVE,8/16/2021 at 18:40,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,2
26411,'Offense Description' garbled/scrambled text,2021-00252782,4129 E 110TH ST,8/16/2021 at 18:30,RECOVERED VEH/PROPERTY NON-CRIME,,4
26436,'Case Disposition' garbled/scrambled text,2021-00252735,17109 HILLSBORO RD,8/16/2021 at 16:00,VIOLATING PROTECTION ORDE*RC OOMRP,CLOANINSAENNTT R AEGFR TEOE MPERNOTSECUT5OR,
26443,'Case Disposition' garbled/scrambled text,2021-00253754,7902 CENTRAL AVE,8/16/2021 at 15:25,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU3RE,FORCE/STEALTH/DECEPTION.",
26462,'Case Disposition' garbled/scrambled text,2021-00252865,3461 W 95TH ST,8/16/2021 at 12:15,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),1
26474,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00252341,4720 HINCKLEY INDUSTRIAL 8P/K16W/2Y021 at 11:54,,CRISIS INTERVENTION,,2
26510,'Case Disposition' garbled/scrambled text,2021-00252390,11325 MELBA AVE,8/16/2021 at 5:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN (I NOSRU SFCFHICOIEONLT EVD),4
26511,'Offense Description' garbled/scrambled text,2021-00252111,10118 MADISON AVE,8/16/2021 at 5:00,AGG. ROBBERY_DEADLY WEAP*ONNO PAPERS - N.F.I.L.,,1
26521,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00252058,4781 HINCKLEY INDUSTRIAL 8P/K16W/2Y021 at 2:47,,,,
26561,'Case Disposition' garbled/scrambled text,2021-00251888,1047 E 171ST ST,8/15/2021 at 21:00,CRIMINAL TRESPASSING -KNOW*NINOG,PLAYP EENRTSE -R N/R.FE.IM.LA. IN,5
26590,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00252235,3155 MARTIN LUTHER KING J8R/1,D5/R2021 at 16:30,TELEPHONE HARASSMENT *NO PAPERS (INSUFFICIENT EVD),,4
26617,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00251962,10816 HAMPDEN AVE,8/15/2021 at 12:40,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,5
26640,'Case Disposition' garbled/scrambled text,2021-00252287,3215 E 55TH ST,8/15/2021 at 11:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,3
26696,'Case Disposition' garbled/scrambled text,2021-00250916,3523 CECILIA AVE,8/15/2021 at 0:00,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,2
26717,'Case Disposition' garbled/scrambled text,2021-00250679,3411 W 126TH ST,8/14/2021 at 20:15,DRUG ABUSE: CONTROLLED SU*CBOSMTAPNLCAEIN,PAONST SREESFS TIOON P ORRO SUESCEUT1OR,
26734,'Offense Description' garbled/scrambled text,2021-00250609,E 93RD ST,8/14/2021 at 18:40,DISPLAY/LIC PLATES/EXPIRED/U*CNHLAARWGFEUDL / FELONY,,4
