_needs_review,_review_reason,CallID,When,Typ,Nature,P,Location,Cty
,,19C070947,18:04:19 08/07/19,l,911 Hangup,2,1395 E FOOTHILL PKWY,COR
,,19C070950,18:06:50 08/07/19,l,Comm Policing,4,400 S VICENTIA AVE; CITY HALL,COR
,,19C070951,18:08:46 08/07/19,l,DV-Assault Past,3,1210 E SIXTH ST # G; LALOS AUTO SERVICES,COR
,,19C070953,18:11:04 08/07/19,l,Property Check,4,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C070954,18:13:50 08/07/19,l,Citizen Contact,3,785 N MAIN ST,COR
,,19C070955,18:14:01 08/07/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C070957,18:15:41 08/07/19,l,Vandalism Past,4,923 S SHERIDAN ST,COR
,,19C070960,18:20:56 08/07/19,l,Vandalism Past,4,1470 POMONA RD;LLCONT,COR
,,19C070961,18:21:03 08/07/19,l,Runaway,3,1253 CIRCLE CITY DR; #204; LL CONT,COR
,,19C070963,18:25:16 08/07/19,l,Ill Parked Veh,4,1650 S MAIN ST,COR
,,19C070964,18:26:07 08/07/19,l,Fraud Past,4,4525 TEMESCAL CANYON RD;#306 LL CONT,COR
,,19C070966,18:40:48 08/07/19,l,Vandalism Past,4,2975 CAMELLIA CT,COR
,,19C070967,18:50:11 08/07/19,lf,Alarm Call,2,931 OLINDA ST,COR
,,19C070969,18:53:22 08/07/19,l,Welfare Check,2,737 JUNE DR,COR
,,19C070970,18:54:36 08/07/19,f,ZZ Fire Test,2,123 TEST ST,
,,19C070971,18:56:33 08/07/19,l,Follow Up,4,585 EBBCREEK ST # I,COR
,,19C070972,18:57:17 08/07/19,l,911 Hangup,2,598 SANTANA WAY,COR
,,19C070973,18:57:51 08/07/19,l,Patrol Info,4,HIGHGROVE ST & W FOOTHILL PKWY,COR
,,19C070975,19:07:34 08/07/19,l,Alarm Call,2,425 KLUG CIR,COR
,,19C070976,19:16:22 08/07/19,l,Patrol Info,4,3445 HORIZON ST,COR
,,19C070977,19:20:45 08/07/19,lf,Accident,2,1205 RIMPAU AVE; SHELL GAS,COR
,,19C070978,19:35:06 08/07/19,lf,Man Down,1,884 N COTA ST,COR
,,19C070981,19:43:48 08/07/19,l,Patrol Info,4,1150 PASEO GRANDE; CESAR CHAVEZ ELEMENTARY SCHOOL,COR
,,19C070983,19:45:29 08/07/19,l,Ill Parked Veh,4,2459 PURDUE CIR,COR
,,19C070984,19:46:10 08/07/19,f,ZZCommrcal Alrm,1,550 HAMILTON DR,COR
,,19C070985,19:47:07 08/07/19,l,Domestic Distur,2,241 W RINCON ST ;#403 ; ARTISAN APTS,COR
,,19C070986,19:49:47 08/07/19,l,Ill Parked Veh,4,S MAIN ST & MOUNTAIN GATE DR,COR
,,19C070987,19:49:49 08/07/19,l,Area Check,3,1222 MAGNOLIA AVE ;911 HNGUP,COR
,,19C070988,19:55:53 08/07/19,l,Missing Person,2,730 PUBLIC SAFETY WAY;LL CONT,COR
,,19C070989,19:59:42 08/07/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C070990,20:05:44 08/07/19,l,Assist Othr Dpt,3,1330 MAGNOLIA AVE; ACO,COR
,,19C070991,20:06:38 08/07/19,l,Follow Up,4,1524 ELEGANTE CT,COR
,,19C070992,20:14:05 08/07/19,lf,Accident Inj,1,MAGNOLIA AVE & RIMPAU AVE ; NEAR SUBWAY,COR
,,19C070993,20:14:19 08/07/19,l,Accident,2,1215 MAGNOLIA AVE; MCDONALDS,COR
,,19C070994,20:23:29 08/07/19,l,Follow Up,4,2850 RIDGELINE DR; RIDGELINE PARK; LL CONT,COR
,,19C070995,20:28:14 08/07/19,f,ZZTrauma,1,GREEN RIVER RD & RIDGELINE DR,COR
,,19C070996,20:29:38 08/07/19,l,Follow Up,4,1535 E ONTARIO AVE # 105 ;EL SOMBRERO,COR
YES,'Location' garbled/scrambled text,19C071000,20:35:54 08/07/19,l,Susp Person,3,1041 JADESTONE LN;POSS ATT 459V,COR
,,19C071002,20:39:31 08/07/19,,,,CALIFORNIA / TABER,
,,19C071003,20:40:10 08/07/19,l,Area Check,3,CALIFORNIA AVE & TABER ST ;REF 23103 VEH,COR
,,19C071006,20:44:16 08/07/19,l,Patrol Info,4,1200 ENTERPRISE CT,COR
,,19C071007,20:45:09 08/07/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C071008,20:50:39 08/07/19,l,911 Hangup,2,1022 BLOSSOM HILL DR,COR
,,19C071009,20:59:21 08/07/19,l,Disturb Peace,3,155 AUTO CENTER DR;METRO LINK;REF TO LEAVE,COR
,,19C071010,21:11:57 08/07/19,l,Susp Person,3,2173 STRATFORD DR,COR
,,19C071011,21:14:31 08/07/19,l,Follow Up,4,15 SB HIDDEN VALLEY MAGNOLIA,COR
,,19C071012,21:15:16 08/07/19,l,Area Check,3,2575 GREEN RIVER RD; SERFAS CLUB PARK ; POSS 11550 OR 647F,COR
,,19C071014,21:31:14 08/07/19,l,Additional Info,4,2901 VIA MILANO # 202;19-08278,COR
,,19C071015,21:35:29 08/07/19,l,Property Check,4,1845 RIMPAU AVE,COR
,,19C071016,21:38:08 08/07/19,l,Chld Abuse Past,2,768 OCHEE CIR; LL CONT,COR
,,19C071018,21:44:26 08/07/19,l,Dist/Physical,1,1028 BURR ST,COR
,,19C071022,21:50:58 08/07/19,l,Disturb Peace,3,2363 CALIFORNIA AVE; #105,COR
,,19C071023,21:53:09 08/07/19,l,Battery,1,2243 EAGLE GLEN PKWY,COR
,,19C071024,21:53:50 08/07/19,l,Missing Person,2,2139 ELLINGTON DR,COR
,,19C071027,22:10:21 08/07/19,f,ZZTrauma,1,1612 S NORMANDY TERRACE;242P,COR
,,19C071028,22:13:51 08/07/19,l,Loud Noise,3,2688 ORCHARD CREST LN,COR
,,19C071029,22:19:58 08/07/19,l,Alarm Call,2,1820 RIMPAU AVE ; CENTENNIAL HIGH,COR
,,19C071030,22:21:15 08/07/19,lf,Battery Injury,1,1612 S NORMANDY TERRACE,COR
,,19C071032,22:25:15 08/07/19,l,Dist/Verbal,2,2240 E TREEMONT PL;#103,COR
YES,'Location' garbled/scrambled text,19C071033,22:25:41 08/07/19,l,Shots Heard,3,445 WELLESLEY DR;HEARD ONLY;POSS 459C,COR
,,19C071035,22:38:55 08/07/19,l,Domestic Distur,2,1219 DORIS LN # 103,COR
,,19C071036,22:48:20 08/07/19,l,Disturb Peace,3,E GRAND BLVD & FULLERTON AVE,COR
,,19C071037,22:55:52 08/07/19,l,911 Hangup,2,1218 E ONTARIO AVE,COR
,,19C071038,22:56:06 08/07/19,l,Traffic Stop,4,W SIXTH ST & S VICENTIA AVE,COR
,,19C071039,22:56:33 08/07/19,f,ZZSick,1,1934 FULLERTON AVE # 202,COR
,,19C071040,23:03:30 08/07/19,l,Follow Up,4,1524 ELEGANTE CT,COR
,,19C071041,23:05:52 08/07/19,l,Loud Noise,3,1014 LA COSTA DR # A204; CONTADORA CONDOS,COR
,,19C071042,23:06:37 08/07/19,l,Trespass,3,2155 HIGHPOINTE DR,COR
,,19C071043,23:11:24 08/07/19,l,Property Check,4,4700 GREEN RIVER RD,COR
,,19C071045,23:28:19 08/07/19,lf,Overdose,1,661 STONEYBROOK DR # 20,COR
,,19C071046,23:30:46 08/07/19,l,Disturb Peace,3,785 N MAIN ST ;ARCO AM PM,COR
,,19C071048,23:54:16 08/07/19,l,Susp Vehicle,3,1750 CALIFORNIA AVE,COR
,,19C071050,23:56:15 08/07/19,l,Area Check,3,629 STONEYBROOK DR,COR
,,19C071051,00:02:27 08/08/19,l,Follow Up,4,730 PUBLIC SAFETY WAY,COR
,,19C071052,00:06:08 08/08/19,lf,Overdose,1,361 WELLESLEY CT;#106,COR
,,19C071053,00:11:05 08/08/19,f,ZZStroke,1,1730 GARRETSON AVE,COR
,,19C071054,00:16:31 08/08/19,f,ZZCarbon Alarm,2,535 RICHEY ST # 112 ; THE HILLS APTS,COR
,,19C071056,00:24:20 08/08/19,l,Alarm Call,2,1395 E FOOTHILL PKWY ;SANTIAGO HIGH,COR
,,19C071057,00:29:13 08/08/19,l,Patrol Info,4,FAIRMONT PARK-RIVERSIDE; 211 GUN,
,,19C071058,00:29:42 08/08/19,l,Alarm Call,2,1820 RIMPAU AVE;CENTENNIAL HIGH SCHOOL,COR
,,19C071059,00:33:47 08/08/19,l,Dist/Verbal,2,629 STONEYBROOK DR;#389,COR
,,19C071060,00:35:00 08/08/19,l,Keep The Peace,3,2291 POSADA CT,COR
,,19C071061,00:39:08 08/08/19,l,Patrol Info,4,VIA BERNARDO & W SIXTH ST,COR
,,19C071063,00:53:57 08/08/19,l,Hit Run No Inj,2,1610 MARIPOSA DR,COR
,,19C071064,01:01:25 08/08/19,l,Alarm Call,2,1181 MAGNOLIA AVE ;WELLS FARGO,COR
YES,'Location' garbled/scrambled text,19C071065,01:02:49 08/08/19,l,Alarm Call,2,1820 RIMPAU AVE;CENTENNIAL HIGH,COR
,,19C071066,01:08:49 08/08/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C071067,01:18:37 08/08/19,l,Alarm Call,2,1532 VANDAGRIFF WAY,COR
,,19C071068,01:20:01 08/08/19,l,Alarm Call,2,1820 RIMPAU AVE ;CENTENNIAL HIGH; 3RD RESPONSE,COR
,,19C071071,01:37:36 08/08/19,l,Alarm Call,2,1820 RIMPAU AVE ;CENTENNIAL HIGH; 4TH ATV,COR
,,19C071072,01:50:53 08/08/19,l,Area Check,3,1635 KELLOGG AVE; KELLOGG PARK,COR
,,19C071073,02:00:38 08/08/19,l,Property Check,4,4225 PRADO RD # 101; RINKS CORONA,COR
,,19C071074,02:15:05 08/08/19,l,Property Check,4,4300 GREEN RIVER RD # 115; ONE STOP MINI MART,COR
,,19C071076,02:55:12 08/08/19,l,911 Hangup,2,2731 BLUE SPRINGS DR;BUSN,COR
,,19C071077,02:56:58 08/08/19,l,Patrol Info,4,1223 E ST,COR
,,19C071078,03:13:43 08/08/19,l,Battery Past,3,1612 S NORMANDY TERRACE; 87 CRH,COR
,,19C071079,03:16:06 08/08/19,l,Patrol Info,4,91 WB AUTO CENTER 71,RVC
,,19C071080,03:33:33 08/08/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C071082,03:42:43 08/08/19,f,ZZCarbon Alarm,2,1930 SAN REMO DR # 203,COR
,,19C071084,03:57:38 08/08/19,l,Patrol Info,4,1910 FRONTAGE RD; AYRES SUITES,COR
,,19C071085,04:11:19 08/08/19,l,Property Check,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C071086,04:14:34 08/08/19,l,Property Check,4,1900 FRONTAGE RD,COR
,,19C071087,04:15:33 08/08/19,f,ZZSick,1,1567 AMBERSWEET ST,COR
,,19C071089,04:20:30 08/08/19,l,Patrol Info,4,1223 E ST,COR
,,19C071090,04:20:32 08/08/19,l,Property Check,4,910 W ONTARIO AVE; RITE AID 5583,COR
,,19C071092,04:25:24 08/08/19,l,Property Check,4,988 W ONTARIO AVE; NORTHPOINT EVANGELICAL FREE CHURCH,COR
,,19C071094,05:02:07 08/08/19,l,911 Hangup,2,815 W SIXTH ST,COR
,,19C071095,05:02:10 08/08/19,f,ZZ Fire Test,2,515 S PROMENADE AVE,COR
,,19C071096,05:12:24 08/08/19,l,Suspicious Circ,3,441 MAGNOLIA AVE; PANDA EXPRESS 1227 AT CORONA VILLAGE,COR
,,19C071097,05:18:27 08/08/19,l,Alarm Call,2,419 N MCKINLEY ST,COR
,,19C071098,05:19:22 08/08/19,l,911 Hangup,2,1095 JADESTONE LN;VOIP,COR
,,19C071099,05:23:33 08/08/19,f,ZZBleeding,1,2900 S BUENA VISTA AVE,COR
,,19C071101,05:30:20 08/08/19,l,911 Hangup,2,2630 SENA ST;PHS2,COR
,,19C071102,05:38:28 08/08/19,l,Drunk Driver,2,3833 BEDFORD CANYON RD,COR
,,19C071105,06:14:57 08/08/19,f,ZZFwy Acc w/ inj,1,91 WB LINCOLN MAPLE,COR
,,19C071106,06:20:35 08/08/19,l,Alarm Call,2,280 SABINA PEAK CIR,COR
,,19C071108,06:25:43 08/08/19,l,Assist Othr Dpt,3,1328 ELM ST,COR
,,19C071109,06:44:59 08/08/19,l,Traffic Stop,4,EL DORADO DR & MASTERS DR,COR
,,19C071110,06:49:17 08/08/19,l,911 Hangup,2,1270 SUNKIST CIR,COR
,,19C071112,06:56:05 08/08/19,l,911 Hangup,2,615 RICHEY ST,COR
,,19C071113,06:58:09 08/08/19,l,Property Check,4,1900 AVIATION DR; CORONA AIRPORT,COR
,,19C071114,07:01:36 08/08/19,l,Patrol Info,4,RADIO RD & E SIXTH ST,COR
,,19C071115,07:05:50 08/08/19,l,Traffic Stop,4,3900 BENNETT AVE,COR
,,19C071117,07:12:39 08/08/19,f,ZZBreathing,1,1523 CAMELOT DR,COR
,,19C071118,07:13:37 08/08/19,f,ZZChest Pains,1,1841 BAYWOOD DR # 102,COR
,,19C071120,07:16:43 08/08/19,l,Alarm Call,2,1051 PRIMROSE LN,COR
,,19C071121,07:17:05 08/08/19,l,Traffic Stop,4,EAGLE GLEN & BEDFORD CANYON RD,COR
,,19C071124,07:21:45 08/08/19,l,Traffic Stop,4,POMONA RD & N LINCOLN AVE,COR
,,19C071127,07:26:04 08/08/19,l,Susp Person,3,514 S SMITH AVE # B-105,COR
,,19C071129,07:30:05 08/08/19,l,Traffic Stop,4,CAJALCO RD & TEMESCAL CANYON RD,COR
,,19C071130,07:39:50 08/08/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; OUTSIDE OF PD,COR
,,19C071134,08:00:49 08/08/19,l,Susp Vehicle,3,KELLOGG AVE & MAGNOLIA AVE,COR
,,19C071135,08:03:38 08/08/19,l,Property Check,4,2500 CAJALCO RD; CROSSINGS SHOPPING CENTER,COR
,,19C071136,08:06:54 08/08/19,l,Property Check,4,550 HAMILTON DR; PROMENADE ELEMENTARY SCHOOL,COR
,,19C071138,08:11:13 08/08/19,l,Susp Vehicle,3,400 S VICENTIA AVE,COR
,,19C071140,08:12:07 08/08/19,l,Vehicle Check,4,TEMESCAL CANYON RD & TOM BARNES ST,COR
YES,'Location' garbled/scrambled text,19C071141,08:14:34 08/08/19,l,Fraud Past,4,4242 HAVENRIDGE DR;LL CONT,COR
,,19C071142,08:14:51 08/08/19,l,Suspicious Circ,3,1200 S MERRILL ST; HUSTED PARK,COR
,,19C071144,08:18:45 08/08/19,l,911 Hangup,2,2370 ANSELMO DR,COR
,,19C071145,08:21:14 08/08/19,l,Alarm Call,2,937 SAVI DR,COR
,,19C071146,08:26:13 08/08/19,l,Ill Parked Veh,4,TEDDY BEAR LN & E FOOTHILL PKWY,COR
,,19C071147,08:26:26 08/08/19,l,Susp Vehicle,3,735 PUBLIC SAFETY WAY,COR
,,19C071149,08:32:31 08/08/19,l,Ill Parked Veh,4,509 FULLER ST,COR
,,19C071150,08:35:13 08/08/19,l,Traffic Stop,4,91 EB MAIN MCKINLEY,COR
,,19C071151,08:38:06 08/08/19,lf,ZZLock Out,1,2585 S MAIN ST;SOUTH HILLS CHURCH,COR
,,19C071152,08:38:31 08/08/19,l,Follow Up,4,1800 EAGLE GLEN PKWY; EAGLE GLEN GOLF CLUB,COR
,,19C071155,08:43:46 08/08/19,l,Missing Person,2,2139 ELLINGTON DR,COR
,,19C071156,08:44:40 08/08/19,l,Property Check,4,2050 AZTEC LN,COR
,,19C071157,08:49:45 08/08/19,l,Resid Burg Past,4,2286 TOULOUSE ST,COR
,,19C071158,08:49:55 08/08/19,l,Traffic Stop,4,1735 W SIXTH ST; ARCO AM PM,COR
,,19C071159,08:50:55 08/08/19,l,Disturb Peace,3,400 S VICENTIA AVE; CITY HALL,COR
,,19C071163,08:54:28 08/08/19,l,911 Hangup,2,1180 AUBURNDALE ST,COR
,,19C071164,08:58:01 08/08/19,l,Veh Burg Past,4,1346 RAILROAD ST;ZUMIZ INC,COR
,,19C071165,09:00:47 08/08/19,l,Mail Theft P,4,1639 VIA GALICIA ST,COR
,,19C071166,09:02:24 08/08/19,l,Alarm Call,2,1461 RIMPAU AVE;SIZZLERS,COR
,,19C071167,09:07:24 08/08/19,l,Ill Parked Veh,4,1600 DAVIS ST,COR
,,19C071169,09:11:06 08/08/19,l,Additional Info,4,1290 E ONTARIO AVE; WALMART 19-08156,COR
,,19C071170,09:15:43 08/08/19,l,Property Check,4,930 E SIXTH ST,COR
,,19C071172,09:16:57 08/08/19,f,ZZFwy UnkInjury,1,71 SB FROM EUCLID 91 WB,RVC
,,19C071173,09:17:45 08/08/19,l,Ill Parked Veh,4,2481 VIA PACIFICA,COR
,,19C071174,09:20:32 08/08/19,l,Fraud Past,4,2425 RAILROAD ST,COR
,,19C071175,09:22:57 08/08/19,l,911 Hangup,2,260 E ONTARIO AVE,COR
,,19C071176,09:24:01 08/08/19,l,Property Check,4,705 N MAIN ST,COR
,,19C071177,09:24:54 08/08/19,l,Abandoned Veh,4,1435 KROONEN DR,COR
,,19C071178,09:33:42 08/08/19,l,Public Service,3,2178 STONERIDGE RD; ASHTON APTS,COR
,,19C071179,09:34:13 08/08/19,l,Abandoned Veh,4,1156 RICKSON WAY,COR
,,19C071180,09:38:38 08/08/19,l,Drunk In Public,2,1530 W SIXTH ST # 101AB; SUPER SMILE ORTHODONTIC,COR
,,19C071181,09:39:40 08/08/19,f,ZZBreathing,1,2071 COMPTON AVE # 102; VISTA MEDICAL,COR
,,19C071182,09:42:27 08/08/19,l,911 Hangup,2,209 E BLAINE ST,COR
,,19C071185,09:50:45 08/08/19,l,Welfare Check,2,758 YORKSHIRE WAY,COR
,,19C071186,09:51:53 08/08/19,l,Welfare Check,2,932 W FRANCIS ST,COR
,,19C071189,09:58:46 08/08/19,l,Citizen Contact,3,3302 BRAEMAR LN,COR
,,19C071190,09:59:26 08/08/19,l,Property Check,4,1220 MAGNOLIA AVE,COR
,,19C071191,09:59:37 08/08/19,l,Traffic Detail,4,2500 MANGULAR,
,,19C071192,10:01:34 08/08/19,l,Auto Theft Past,3,1691 JENKS DR,COR
,,19C071194,10:04:11 08/08/19,l,Dist/Verbal,2,1501 RIMPAU AVE # 101; BROKEN YOLK; BROKEN YOKE,COR
,,19C071195,10:04:47 08/08/19,l,Patrol Info,4,2221 CORIANDER CIR,COR
,,19C071196,10:08:57 08/08/19,l,Domestic Distur,2,1200 S MERRILL ST; HUSTED PARK,COR
,,19C071197,10:12:09 08/08/19,l,Assist Othr Dpt,3,1291 KINGSDALE DR,COR
,,19C071198,10:13:01 08/08/19,f,ZZSick,1,1121 BORDER AVE,COR
,,19C071199,10:16:14 08/08/19,f,ZZBreathing,1,1812 HIBISCUS ST,COR
,,19C071201,10:38:03 08/08/19,l,Property Check,4,440 N MCKINLEY ST; MINS DUMPLING HOUSE AT CORONA HILLS PLAZA,COR
,,19C071203,10:41:14 08/08/19,f,ZZMedical Alert,1,1027 E FRANCIS ST,COR
,,19C071204,10:43:41 08/08/19,lf,Structure Fire,1,1400 CIRCLE CITY DR; CORONA HEALTH CARE,COR
,,19C071210,11:10:13 08/08/19,l,Citizen Contact,3,1015 MONTECITO DR; RESIDENCE INN,COR
,,19C071212,11:16:06 08/08/19,l,Property Check,4,1250 W PARKRIDGE AVE,COR
,,19C071213,11:27:36 08/08/19,lf,Battery Injury,1,675 E GRAND BLVD;METRO PCS,COR
,,19C071215,11:31:57 08/08/19,l,Property Check,4,2331 CALIFORNIA AVE,COR
,,19C071220,11:38:21 08/08/19,l,Alarm Call,2,937 SAVI DR;2ND RESP,COR
,,19C071221,11:41:32 08/08/19,l,Veh Burg Past,4,1812 FIR ST,COR
,,19C071222,11:44:09 08/08/19,l,Disturb Peace,3,1290 E ONTARIO AVE; WALMART,COR
,,19C071223,11:46:05 08/08/19,l,Disturb Peace,3,1290 E ONTARIO AVE; WALMART,COR
,,19C071225,11:51:13 08/08/19,l,911 Hangup,2,3125 ANDALUZ WAY,COR
,,19C071226,11:54:15 08/08/19,l,H/R Coll Past,4,225 W SIXTH ST,COR
,,19C071229,11:55:57 08/08/19,l,Citizen Contact,3,2110 HIGHPOINTE DR,COR
,,19C071230,11:57:53 08/08/19,l,Welfare Check,2,3899 BARTON CREEK CIR;SUICIDAL,COR
,,19C071231,11:58:30 08/08/19,l,911 Hangup,2,156 N VICENTIA AVE # I,COR
,,19C071232,12:00:54 08/08/19,f,ZZ Fire Test,2,123 TEST,
,,19C071235,12:04:39 08/08/19,l,Drunk In Public,2,610 N MAIN ST,COR
,,19C071236,12:08:48 08/08/19,l,Disturb Peace,3,2276 GRIFFIN WY # 108; JIN HAN RESTAURANT,COR
,,19C071237,12:15:44 08/08/19,l,Traffic Stop,4,N SHERIDAN ST & W RINCON ST,COR
,,19C071238,12:24:37 08/08/19,l,Vehicle Check,4,POMONA RD & VIOLET ST,COR
,,19C071239,12:25:24 08/08/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C071240,12:27:09 08/08/19,l,Solicitor,3,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
,,19C071241,12:27:19 08/08/19,l,911 Hangup,2,1624 S NORMANDY TERRACE,COR
,,19C071242,12:32:12 08/08/19,f,ZZBreathing,1,260 E ONTARIO AVE # 101; COMPASSIONATE CANCER CARE,COR
,,19C071243,12:33:40 08/08/19,l,Abandoned Veh,4,3539 CEDAR RIDGE LN,COR
,,19C071244,12:37:44 08/08/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C071247,12:48:40 08/08/19,l,Property Check,4,750 CORONA AVE,COR
,,19C071248,12:49:08 08/08/19,l,911 Hangup,2,3960 S MAIN ST,COR
,,19C071249,12:49:21 08/08/19,l,911 Hangup,2,15 SB HIDDEN VALLEY MAGNOLIA,COR
,,19C071251,12:56:40 08/08/19,l,Z-Animal Svcs,4,1260 E ONTARIO AVE,COR
,,19C071252,12:58:02 08/08/19,l,911 Hangup,2,131 N MCKINLEY ST; FUEGO 360,COR
,,19C071253,12:58:44 08/08/19,l,911 Hangup,2,91 EB LINCOLN MAIN,COR
,,19C071256,13:00:01 08/08/19,l,911 Hangup,2,815 W SIXTH ST,COR
,,19C071257,13:01:25 08/08/19,l,911 Hangup,2,599 CORONA MALL,COR
,,19C071259,13:09:52 08/08/19,f,ZZFwy UnkInjury,1,91 EB LINCOLN MAIN,COR
,,19C071260,13:11:37 08/08/19,,,,1451 RIMPAU AVE,COR
,,19C071261,13:12:57 08/08/19,l,Runaway,3,1451 RIMPAU AVE; ELITE SAT PREP SCHOOL,COR
,,19C071262,13:15:26 08/08/19,l,Fraud Past,4,1223 W SIXTH ST # 51; FRONT COUNTER,COR
,,19C071263,13:16:00 08/08/19,l,Traffic Stop,4,1375 E ONTARIO AVE,COR
,,19C071264,13:16:39 08/08/19,l,Disturb Peace,3,1140 E ONTARIO AVE; CHEVRON GAS,COR
,,19C071265,13:19:26 08/08/19,l,Shoplifting,3,1290 E ONTARIO AVE; WALMART,COR
,,19C071266,13:22:36 08/08/19,l,Additional Info,4,4429 OWENS ST # 101; FRONT COUNTER,COR
,,19C071268,13:27:25 08/08/19,l,Property Check,4,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C071269,13:28:16 08/08/19,l,Traffic Stop,4,N MAIN ST & E PARKRIDGE AVE,COR
,,19C071270,13:29:25 08/08/19,l,Additional Info,4,4429 OWENS ST # 101; LL CONT,COR
,,19C071271,13:29:43 08/08/19,l,Child Annoy Pst,2,MCMACKIN DR & RIVERVIEW CIR;LL CONT,COR
,,19C071272,13:34:12 08/08/19,l,Property Check,4,472 PENROSE DR; PENROSE APTS,COR
,,19C071276,13:39:24 08/08/19,l,Property Check,4,200 N LINCOLN AVE; MOTEL 6,COR
,,19C071277,13:40:54 08/08/19,l,Traffic Stop,4,200 DUPONT ST,COR
,,19C071278,13:41:32 08/08/19,l,Ill Parked Veh,4,2030 KELLOGG AVE,COR
,,19C071279,13:43:46 08/08/19,l,Suspicious Circ,3,1022 EXPLANADA ST # 101,COR
,,19C071280,13:44:35 08/08/19,f,ZZStroke,1,2680 S MAIN ST # 321 ;CORONA VILLA SR APTS,COR
,,19C071281,13:45:51 08/08/19,l,Accident,2,N MAIN ST & E GRAND BLVD,COR
,,19C071282,13:46:22 08/08/19,l,Court Order Vio,3,1501 RIMPAU AVE; ARGUS POOL,COR
,,19C071283,13:48:00 08/08/19,f,ZZAllergies,1,1624 S NORMANDY TERRACE,COR
,,19C071284,13:53:09 08/08/19,l,911 Hangup,2,866 COMPTON AVE,COR
,,19C071287,13:54:06 08/08/19,l,Ill Parked Veh,4,235 E MISSION RD,COR
,,19C071289,13:57:07 08/08/19,l,Patrol Info,4,WINDPINE DR & STARGATE CIR,COR
,,19C071292,14:01:43 08/08/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C071294,14:24:38 08/08/19,l,Disturb Peace,3,2661 GREEN RIVER RD; RALPHS,COR
,,19C071295,14:25:09 08/08/19,l,Alarm Call,2,2531 GLENBUSH CIR,COR
,,19C071297,14:39:52 08/08/19,l,911 Hangup,2,598 SANTANA WAY,COR
,,19C071298,14:42:12 08/08/19,f,ZZGas Leak Comm,1,2790 CABOT DR;#165 TRADER JOES,COR
,,19C071299,14:42:23 08/08/19,l,Alarm Call,2,971 OLINDA ST; test test test,COR
,,19C071300,14:45:05 08/08/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C071301,14:46:40 08/08/19,l,911 Hangup,2,MAGNOLIA AVE & E ONTARIO AVE,COR
,,19C071302,14:48:00 08/08/19,l,911 Hangup,2,2055 KELLOGG AVE ; PBX,COR
,,19C071304,14:52:23 08/08/19,l,Property Check,4,841 N MAIN ST,COR
,,19C071306,15:00:12 08/08/19,l,Ill Parked Veh,4,1609 FAIRVIEW DR,COR
,,19C071310,15:07:06 08/08/19,l,Susp Person,3,E ONTARIO AVE & RIMPAU AVE,COR
,,19C071313,15:14:31 08/08/19,l,Keep The Peace,3,2885 NEWCASTLE WAY,COR
,,19C071314,15:15:42 08/08/19,f,ZZGas Leak Comm,1,2790 CABOT DR; #165; Trader Joes,COR
,,19C071315,15:16:21 08/08/19,l,Patrol Info,4,380 E OLD MILL RD,COR
,,19C071319,15:25:21 08/08/19,l,Additional Info,4,1245 W NINTH ST # B ; FRONT COUNTER,COR
,,19C071321,15:34:44 08/08/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; plot,COR
,,19C071324,15:41:33 08/08/19,l,Patrol Info,4,801 S SMITH AVE,COR
,,19C071325,15:41:55 08/08/19,l,Disturb Peace P,4,4160 TEMESCAL CANYON RD # 214; GALLANT RISK AND INSURANCE,COR
,,19C071327,15:45:28 08/08/19,f,ZZFwy Acc w/ inj,1,15 NB,
,,19C071329,15:46:32 08/08/19,f,ZZFwy Acc w/ inj,1,15 NB MAGNOLIA HIDDEN VALLEY;TEST TEST TEST,COR
,,19C071333,15:56:20 08/08/19,lf,Accident Unknwn,1,BLUE SPRINGS DR & TEMESCAL CANYON RD,COR
,,19C071338,16:01:11 08/08/19,l,Traffic Stop,4,E FOOTHILL PKWY & TAMARISK LN,COR
,,19C071342,16:05:39 08/08/19,l,Ill Parked Veh,4,930 E SIXTH ST; CITY PARK,COR
,,19C071343,16:08:48 08/08/19,l,Battery Past,3,1171 RAILROAD ST; SEXUAL ASSLT,COR
,,19C071344,16:11:59 08/08/19,l,Traffic Stop,4,S LINCOLN AVE & S LINCOLN AVE,COR
,,19C071345,16:20:59 08/08/19,f,ZZFall,1,19480 E ONTARIO AVE,ELC
,,19C071347,16:25:56 08/08/19,l,Drunk Driver,2,1205 E ST,COR
